power_perc,sm_perc,hardware_name,num_sms,mem_cap_gb,max_power_w,idle_power_w,mem_bw_gbs,gflops_fp32,gflops_fp16,gflops_bf16,gflops_int8,gflops_fp8,c2g_bw_gbs,g2c_bw_gbs,g2g_bw_gbs
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,2.759,173.7558780504761,4847.045677489706,134235.24150287162,110866.9772251233,194275.38218157823,262480.8322414449,63.35645743135874,114.83087697283365,
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,8.279,218.39443366249955,4747.220384310312,89562.73027658593,120114.83837815975,176648.21529384592,264430.1653380057,112.30704942426979,96.60430202318736,
