power_perc,sm_perc,hardware_name,num_sms,mem_cap_gb,max_power_w,model_name,backend,num_views,image_resolution,precision,prompt_len,model_dir,num_steps,chunk_size,use_cuda_graph,max_batch_size,num_sample_steps,batch_size,stage,num_params,flops,mem_fp_weight_gb,mem_fp_activation_gb,lat_mean,lat_std,energy_mean,energy_std
1.0,0.6,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,preprocess,nan,nan,nan,nan,0.23495783000498704,0.017545922461784467,0.006985225352606428,0.0005375458434624886
1.0,0.6,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,embed,nan,nan,nan,nan,23.12467469998637,1.8615412186275744,0.6838728610408902,0.0552570003759715
1.0,0.6,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,encode,nan,nan,nan,nan,71.99245888000632,3.7847848140552345,2.201556248177626,0.11227007731638508
1.0,0.6,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,decode,nan,nan,nan,nan,42.361207060002926,2.5262938983459255,1.3024562988807902,0.07637395240398603
1.0,0.6,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,postprocess,nan,nan,nan,nan,0.1789624099978937,0.01724600854492585,0.005338531034406028,0.0005182667407472207
1.0,1.0,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,preprocess,nan,nan,nan,nan,0.2331268600119074,0.029521166085376888,0.008096258705772989,0.0010068108750270973
1.0,1.0,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,embed,nan,nan,nan,nan,18.159656269988318,2.172487531774224,0.6274302004161454,0.06683240841026464
1.0,1.0,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,encode,nan,nan,nan,nan,52.31825542999104,6.535109602144341,1.8726034495480675,0.19555564011264098
1.0,1.0,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,decode,nan,nan,nan,nan,42.05659621999757,4.6386464501024145,1.5145759461515487,0.13843813457315618
1.0,1.0,NVIDIA Thor,12,131.881050112,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,postprocess,nan,nan,nan,nan,0.17977654000560506,0.028658854616568207,0.006271036838326948,0.0009962866376738925
