power_perc,sm_perc,hardware_name,num_sms,mem_cap_gb,max_power_w,model_name,backend,num_views,image_resolution,precision,prompt_len,model_dir,num_steps,chunk_size,use_cuda_graph,max_batch_size,num_sample_steps,batch_size,stage,num_params,flops,mem_fp_weight_gb,mem_fp_activation_gb,lat_mean,lat_std,energy_mean,energy_std
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,preprocess,nan,nan,nan,nan,0.24413825999914707,0.03756792951950796,0.00858548595573558,0.0012795655948667343
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,embed,nan,nan,nan,nan,16.807810749999703,1.0707162805504402,0.5897352571559101,0.03327818205331354
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,encode,nan,nan,nan,nan,53.81917343999831,2.468408893601627,1.950773691106968,0.08346847470309215
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,decode,nan,nan,nan,nan,39.408804849999655,3.571204917300739,1.4333318547757883,0.1187305144379729
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,postprocess,nan,nan,nan,nan,0.1880111300008025,0.026811447124371723,0.006629854731667784,0.0008987382402019759
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,preprocess,nan,nan,nan,nan,0.2444489499998781,0.02541017827692654,0.009330867130506086,0.0009489335739146143
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,embed,nan,nan,nan,nan,15.308107830000495,1.7052053035752532,0.5826068667976794,0.057497920465384954
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,encode,nan,nan,nan,nan,44.74995916999916,3.5627321040291,1.7611870368665863,0.11409257209896016
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,decode,nan,nan,nan,nan,40.83429934000037,3.9844328209568705,1.613011093995276,0.1384673744611534
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,pi05_libero,flash_rt,2,224,fp16,10,/home/wiselab/RoboSys/checkpoints/pi05_libero_pytorch,10,10,True,10,,1,postprocess,nan,nan,nan,nan,0.17216554999919254,0.03926839737226186,0.006602522095409216,0.0015315751909307142
