power_perc,sm_perc,hardware_name,num_sms,mem_cap_gb,max_power_w,idle_power_w,mem_bw_gbs,gflops_fp32,gflops_fp16,gflops_bf16,gflops_int8,gflops_fp8,c2g_bw_gbs,g2c_bw_gbs,g2g_bw_gbs
1.0,0.6,NVIDIA Thor,20,131.881054208,nan,3.153,129.21750171033793,4300.272865155197,99430.43627028086,135560.62544618317,178707.52474870355,247807.06651003455,54.63855386374015,114.23483409443692,
1.0,1.0,NVIDIA Thor,20,131.881054208,nan,8.279,225.87367318848453,4614.520164007696,117772.21791236199,130561.99221893861,167599.81370614117,239524.81128313154,74.97269779032814,116.3690238483128,
