power_perc,sm_perc,hardware_name,num_sms,mem_cap_gb,max_power_w,idle_power_w,mem_bw_gbs,gflops_fp32,gflops_fp16,gflops_bf16,gflops_int8,gflops_fp8,c2g_bw_gbs,g2c_bw_gbs,g2g_bw_gbs
1.0,1.0,NVIDIA GeForce RTX 5090,170,33.668268032,575.0,29.156,2047.0129590367962,66842.90274943192,171958.09644756335,172558.4639441911,174374.72948054678,333712.1670910351,26.408610585897552,29.000329097083156,
